user_id	movie_id	rate	predict
1	225	2	6.118518518518519
1	226	3	3.478889057239057
1	227	4	3.426568981481482
1	228	5	4.175661375661376
1	229	4	3.220295660585959
1	230	4	5.0
1	232	3	3.3582596866096863
1	233	2	5.671459694989107
1	235	5	4.0
1	236	4	4.675661375661375
1	241	4	3.6966097423510464
1	242	5	4.0
1	243	1	4.0
1	248	4	3.0
1	250	4	5.149287749287749
1	252	2	5.0
1	253	5	5.0
1	254	1	3.0
1	255	2	2.6782608695652175
1	258	5	3.976514566058596
1	259	1	2.9200487747145636
1	260	1	5.485185185185186
1	262	3	3.0
1	264	2	5.5089947089947096
1	265	4	5.0
1	266	1	4.506018518518518
1	267	4	2.819798148148148
1	272	3	5.705615292712068
2	13	4	3.6820977611940298
2	19	3	3.562519513172255
2	50	5	4.631154132231405
2	251	5	3.0457912457912455
2	257	4	4.542584526628154
2	279	4	4.0
2	280	3	3.0
2	281	3	3.4220924778761055
2	290	3	2.73624003750586
2	292	4	4.0
2	297	4	4.271649999999999
2	298	3	3.5108262108262114
2	299	4	3.133718965517241
2	301	4	3.873923984009057
2	303	4	3.0
2	307	3	3.7557264331210187
2	308	3	4.280382644483657
2	312	3	3.5888804372589482
2	313	5	4.553238447653429
2	314	1	1.2716499999999997
2	315	1	3.9402972909500322
2	316	5	3.0761558768086186
3	245	1	2.6270904145077725
3	264	2	4.24637158605827
3	272	2	4.347647701846303
3	294	2	3.3710590299363146
3	299	3	2.333718965517242
3	300	2	3.1279
3	307	3	2.955726433121019
3	318	4	3.961101476793249
3	323	2	3.5969145640163918
3	324	2	2.6938722222222222
3	327	4	2.84575071942446
3	328	5	3.3688349513213938
3	330	2	2.576913157894736
3	331	4	3.052295161290322
3	332	1	2.97165
3	334	3	2.903022549019608
3	335	1	3.57593554303737
3	337	1	2.67165
3	341	1	3.7225620622487456
3	343	3	4.0
3	345	3	2.8975759259259255
3	348	4	2.709745238095238
3	349	3	3.3176937847956127
3	350	3	4.360550927652755
3	351	3	2.2573642857142855
3	354	3	3.6776561908106498
4	50	5	5.188296989374262
4	260	4	4.361446334141126
4	264	3	4.675829496136629
4	288	4	4.273805644866641
4	294	5	3.829843102098152
4	303	5	4.0
4	354	5	3.911884930632354
4	356	3	3.661446334141126
4	357	4	5.133554761904762
4	361	5	3.9511899238847157
5	1	4	3.0
5	2	3	2.6086463369963364
5	17	4	2.6082495115995115
5	24	4	4.2321969694129145
5	40	4	2.569225794246616
5	42	5	3.304311806085262
5	62	4	2.687693956043956
5	69	1	3.348239539705206
5	79	3	3.8051475306624054
5	80	2	3.770524495545317
5	89	5	3.575015384615385
5	90	3	4.09195306697389
5	94	3	3.688937179097309
5	98	3	3.7169530669738893
5	100	5	3.5365547155376267
5	102	3	2.533192431561997
5	109	5	3.6790988872137462
5	110	1	2.6967632881005845
5	139	3	2.2114777398277403
5	143	3	3.344730767775381
5	144	3	3.278976007326008
5	153	5	3.1586584230490327
5	154	3	3.1046170329670324
5	167	2	2.3399746577983422
5	173	4	3.6156638808559864
5	176	3	3.374596610911213
5	185	3	3.7169530669738893
5	209	5	3.3337342245003323
5	211	4	3.22290544792627
5	214	3	2.772521542250853
5	219	3	4.35567068299525
5	222	4	3.0637483778126637
5	225	2	4.641953066973889
5	227	4	2.701131456043956
5	230	3	3.53996234547722
5	231	2	2.094360622710622
5	234	2	3.0
5	241	1	2.9711722169135215
5	243	1	3.1755179010327756
5	259	1	2.1946112492770387
5	267	4	3.0
5	363	3	2.0747527795733673
5	364	1	2.289762921561198
5	369	1	3.8419530669738893
5	370	1	3.520524495545317
5	372	3	4.0
5	376	2	3.815462523577382
5	377	1	1.8721384004884007
5	379	3	2.427693956043956
5	382	5	3.3874076124284342
5	384	3	2.0880713145345218
5	385	4	3.064598717948718
5	388	2	3.5888804372589482
5	389	1	2.9038844322344324
5	391	4	2.094360622710622
5	393	2	3.0
5	394	2	3.6024329422590293
5	397	2	2.094360622710622
5	400	1	2.240193956043956
5	402	1	2.878821775592829
5	403	3	3.258260217817645
5	407	3	3.4494158358173155
5	410	1	2.928909588713019
5	411	1	2.387693956043956
5	413	3	2.1419796703296705
5	417	3	4.0
5	418	3	2.970247147533317
5	421	1	3.085921804145222
5	422	4	3.0
5	423	4	3.3713648316797715
5	424	1	0.6584631868131869
5	426	3	2.469360622710622
5	428	5	3.1702682134696984
5	429	3	2.6893976393976393
5	433	5	3.301412526433349
5	435	4	2.0
5	436	5	2.9547209830709833
5	439	1	0.4276939560439561
5	441	1	1.9991225274725273
5	444	2	2.1712836996336997
5	445	3	1.6281590667886945
5	453	1	1.5815401098901094
5	454	1	2.5932956788105526
5	457	1	3.8204552470917426
6	14	5	3.9265618034770426
6	15	3	3.8492128626692454
6	19	4	3.5376052408869323
6	23	4	4.12990130283729
6	28	2	3.958873587223587
6	32	4	3.4830597863414776
6	56	4	3.5897791539304102
6	59	5	4.042181685284735
6	69	3	3.443891713618249
6	70	3	3.7403368686868688
6	81	4	3.5699516983016983
6	86	3	3.5739688772505684
6	87	4	4.062813976210705
6	95	2	3.879555138339921
6	98	5	3.8126052408869326
6	100	5	4.162328941311852
6	117	2	3.659827463109154
6	124	5	4.121035749385749
6	125	3	3.6140742424242425
6	131	5	4.28522675775348
6	133	4	3.9230333992094866
6	134	5	3.2989478527235967
6	135	5	3.518463878000775
6	136	5	4.088762299465241
6	143	2	3.440382941688424
6	151	3	4.188669484809213
6	154	3	3.730391258741258
6	156	3	3.7153830186647094
6	175	4	3.763692197408671
6	180	4	3.7905464173575205
6	183	4	4.044499571952711
6	187	4	4.143487593828109
6	188	3	3.745197505126453
6	189	3	4.0743015151515145
6	193	3	3.958230086580087
6	195	4	3.1620950368052996
6	197	5	4.115968181818182
6	199	4	4.261160489510489
6	204	3	3.8621324417459797
6	205	3	2.5070496083550906
6	208	4	3.4343223356278183
6	209	4	3.959508450274558
6	211	5	3.3185576218393136
6	213	4	4.082594395410416
6	221	4	3.5520630722122335
6	238	5	2.921335322640805
6	248	3	2.9060907098664535
6	258	2	3.8768512663952968
6	269	4	3.974103102453103
6	275	4	3.159658483929454
6	276	2	3.704532011605416
6	284	2	3.5447480980297894
6	286	2	3.69522075913777
6	294	2	3.597158483929454
6	297	3	4.053468181818182
6	301	2	3.8099904087267706
6	304	4	3.1685880698935533
6	318	4	4.5429196586114315
6	357	4	4.358230086580086
6	423	3	3.467017005592815
6	432	4	3.8782857000663573
6	458	1	3.1480627764127767
6	459	2	3.9482050239234456
6	463	4	3.833129198767334
6	466	4	3.4924925720620847
6	467	4	3.7831979115479117
6	469	5	4.472488961817165
6	470	3	3.7546176071055384
6	471	2	3.1027112935838117
6	475	5	3.5376052408869323
6	476	1	3.497449844751071
6	477	1	3.2329553613053608
6	478	4	4.175419401330377
6	479	5	4.301695132172792
6	480	4	4.34843221059516
6	481	5	3.9134681818181813
6	483	5	4.494493822843824
6	484	5	4.059150360870723
6	486	4	4.0
6	487	5	3.059192337453207
6	488	5	4.333468181818182
6	492	5	3.46487796815966
6	498	4	3.226195844913778
6	499	4	4.0330600185528755
6	500	4	3.973468181818182
6	506	4	3.822698951048951
6	508	3	3.6378055312157724
6	509	4	3.874520813397129
6	511	5	4.227710606060606
6	513	4	4.381337034277198
6	515	4	2.7070496083550917
6	517	4	3.803468181818182
6	518	3	3.359450135828619
6	521	4	3.2160563218568488
6	523	5	4.015874196855776
6	524	3	5.0
6	525	5	3.97282302052786
6	526	3	3.9034681818181816
6	528	4	4.203468181818183
6	532	3	4.186782561679419
6	534	4	3.2756904040404042
7	7	5	4.1617143819485864
7	8	5	3.705095210960955
7	10	4	4.545561413443892
7	22	5	3.9177281660399492
7	28	5	4.269074184748128
7	32	4	4.0
7	44	5	5.0
7	53	5	3.0
7	54	3	4.0
7	72	5	1.0
7	78	3	2.9021303178042612
7	79	4	4.33981698648579
7	81	5	3.8801522958262393
7	82	3	3.0
7	89	5	5.0
7	90	3	4.5827954559970845
7	92	5	4.0
7	93	5	3.1546318013006047
7	101	5	3.0
7	106	4	3.2710761867501303
7	118	2	5.0
7	121	5	3.8285448447788655
7	126	3	4.166300358290092
7	127	5	4.757879555840058
7	131	5	4.642728040688543
7	133	5	4.233233996734027
7	136	5	4.398962896989781
7	139	3	3.1474525631265062
7	142	3	4.0
7	151	4	4.5527986310109965
7	153	5	4.094633246347799
7	154	5	4.0405918562658005
7	156	5	4.110573233774861
7	161	3	3.8087554845450344
7	162	5	3.0
7	163	4	3.8775576682316113
7	166	3	4.500923681303508
7	168	5	4.424274839948783
7	171	3	4.310097350771295
7	172	4	3.3327954559970827
7	174	5	4.610761802598537
7	176	3	5.0
7	177	4	4.0
7	181	3	4.375517120574951
7	182	4	4.30717160420148
7	183	4	4.354700169477253
7	185	5	4.207795455997083
7	188	5	4.055398102650994
7	190	5	4.0
7	191	5	4.332795455997083
7	193	5	4.268430684104628
7	195	5	3.5572852519154496
7	196	5	3.3431904490561926
7	200	5	4.1454869611609055
7	203	5	3.377822483688227
7	205	5	2.9050952109609542
7	207	4	4.104409520083465
7	208	5	3.832367938233682
7	210	4	4.2814419544273665
7	212	1	3.988668779342723
7	223	5	4.509123324797269
7	226	5	3.689426355100298
7	227	3	3.637106279342723
7	228	4	3.1899383131399395
7	232	3	3.568796984470928
7	241	4	3.9071470402122883
7	259	3	3.1305860725758055
7	260	1	4.499462122663751
7	264	4	5.0
7	266	4	3.5202954559970827
7	268	3	3.255450964656603
7	269	3	4.284303699977643
7	273	3	4.076061374021877
7	281	3	3.5141112572188287
7	285	5	4.608113223787168
7	288	4	3.808681567066508
7	300	4	4.0199187793427225
7	307	5	3.847745212463742
7	334	5	3.79504132836233
7	378	5	4.0
7	382	4	2.0
7	385	5	4.000573541247485
7	389	4	3.839859255533199
7	393	4	4.0
7	396	4	3.64048776368939
7	399	4	3.1602356778663996
7	401	4	3.147002112676056
7	404	5	3.9439156929229697
7	418	4	3.906221970832085
7	420	5	3.988668779342723
7	423	5	3.862207220702965
7	428	5	4.106243036768467
7	430	3	3.0
7	431	4	3.879797811600788
7	432	4	2.0
7	435	5	4.0
7	448	3	3.7407179596705915
7	450	4	4.0
7	451	5	3.6535238518064914
7	455	4	4.0
7	461	4	3.3327954559970827
7	471	4	3.5417285754941537
7	472	2	5.0
7	479	4	4.611895729697334
7	480	4	4.658632808119702
7	481	5	4.223668779342724
7	482	3	4.353767789243713
7	483	4	4.804694420368364
7	484	5	4.0
7	485	5	3.371256994458621
7	489	3	4.4799478491101645
7	491	5	3.0
7	492	5	3.86006818326981
7	495	5	3.950625301081853
7	496	5	4.0
7	497	4	3.0
7	498	5	3.0
7	501	5	4.0
7	504	5	4.197002112676056
7	505	3	3.0
7	511	5	4.537911203585146
7	514	2	5.0
7	515	3	3.1050952109609544
7	519	4	4.227544190552791
7	520	5	4.462678680332822
7	526	5	4.0
7	528	5	4.513668779342723
7	530	5	4.3636687793427225
7	537	3	4.0
7	541	2	3.778691951676545
7	542	4	3.6435206901894936
7	543	3	4.0511687793427225
7	548	5	5.0
7	550	4	3.609570418686985
7	553	3	4.324631801300605
7	554	3	3.0
7	555	4	4.0
7	559	5	4.060252249287412
7	560	3	3.0
7	562	5	3.510010242757357
7	563	2	4.09946212266375
7	564	3	3.516859916843307
7	567	1	4.0
7	570	3	3.0146136378152644
7	576	5	5.0
7	579	4	3.0
7	580	3	3.0
7	581	5	4.0
7	582	5	5.0
7	587	4	3.9192243348982783
7	589	5	3.7746559211133617
7	599	1	4.048248822577202
7	604	3	4.0
7	608	4	4.276712257603593
7	614	5	2.0
7	618	4	4.0
7	619	3	3.5367457024196454
7	621	5	4.0
7	622	4	5.0
7	623	3	4.066128789330417
7	624	4	4.0
7	626	5	2.6765454559970827
7	627	3	5.0
7	630	5	4.0
7	633	5	3.7472561157752216
7	636	4	3.5888804372589482
7	637	4	1.0
7	642	3	3.7694658807919983
7	643	4	4.0
7	644	5	4.332795455997083
7	645	4	4.0636687793427235
7	647	5	4.486475796886584
7	648	5	3.0
7	650	3	4.0
7	653	4	2.0
7	654	5	3.7091903478412878
7	657	4	3.0
7	658	3	4.0
7	659	5	3.0
7	661	5	4.449383065057008
7	662	3	4.485695013168028
7	667	5	2.272759688433632
7	669	1	3.0
7	673	3	3.8333657490396926
7	674	2	3.312386728060672
7	675	5	4.038677808938259
7	676	3	3.739047385716189
7	680	4	5.0
7	681	1	2.863668779342723
7	683	4	2.6200790357529793
8	7	3	3.8696956026058635
8	22	5	3.4148254769943254
8	50	5	4.431154132231406
8	56	5	3.722507564177904
8	79	4	4.030609814833217
8	89	4	4.218971428571429
8	127	5	4.86631588473079
8	144	5	4.0
8	172	5	3.070333651134426
8	176	5	4.018552654867257
8	182	5	4.015152824858758
8	183	5	4.062681390134529
8	188	5	3.763379323308271
8	190	4	3.3851627203637444
8	210	4	3.8429393648471164
8	258	5	3.8950330845771144
8	294	3	4.079456263321151
8	301	4	4.232491892058093
8	338	4	3.967375849160226
8	385	1	5.0
8	457	1	5.0
8	511	5	4.245892424242424
8	550	3	3.3175516393442623
8	568	4	3.695245505617977
8	651	5	3.3560479368487117
8	685	4	2.120333651134426
8	686	3	4.623471909556084
8	687	1	2.304983333333334
8	689	4	3.5449043750926004
9	6	5	4.0
9	286	5	4.280069243986254
9	298	5	4.0
9	340	4	4.196692340803424
9	479	4	4.886543617021278
9	487	5	3.3143868930721614
9	507	4	4.809719160726796
9	521	4	3.5646279700906085
9	527	3	5.0
9	691	5	4.596769363109816
10	1	4	4.577366349091717
10	4	4	4.4861030822689605
10	7	4	4.482461560052672
10	13	3	4.094863718640838
10	16	4	4.357907134882542
10	22	5	3.524748046143933
10	48	4	4.206657075098379
10	56	5	3.781134138169581
10	64	4	5.0
10	98	4	4.003960225126103
10	99	5	4.397651251564456
10	100	5	4.793276716940479
10	124	5	4.751983525014376
10	127	5	4.661202529643834
10	132	5	4.7294159574468075
10	133	5	4.553981174838112
10	135	5	3.6129712542585906
10	144	4	4.535698008728859
10	155	4	2.7653238614897386
10	156	4	3.7306041045001357
10	160	4	4.112987386018236
10	164	4	4.013432387328419
10	168	4	4.745022018052868
10	175	3	3.9550471816478407
10	176	4	4.631318612314065
10	183	5	4.675447347581338
10	186	4	3.462293558459436
10	191	5	4.128960225126103
10	194	4	4.732035005065857
10	195	4	3.3534500210444698
10	199	4	4.892108265139116
10	200	5	4.466234139264991
10	203	4	2.464608241288381
10	218	4	4.143951400675513
10	223	5	4.829870502901354
10	234	4	4.445883847355065
10	269	4	4.6050508780817285
10	275	4	3.45045144695731
10	283	4	4.5508129192542235
10	285	5	4.928860401891253
10	289	4	3.0947689632102673
10	294	3	3.88795144695731
10	321	4	3.7955270685579197
10	340	4	4.2400713362372136
10	367	4	4.61029368009123
10	371	4	3.912486132885405
10	385	4	4.32132071935157
10	418	4	4.2269691489361705
10	420	4	4.309415957446808
10	435	5	5.0
10	447	4	4.072171059487625
10	461	3	2.9528263267223585
10	463	4	1.0
10	474	4	4.909581520360716
10	475	4	3.7289602251261016
10	483	5	5.125441598472449
10	486	4	4.0
10	488	5	4.964415957446809
10	489	4	4.80069502721425
10	493	4	4.830757420861442
10	495	4	4.271372479185938
10	496	5	5.0
10	497	4	4.526521220604703
10	498	5	5.0
10	504	5	4.5177492907801415
10	505	4	3.2547741120194793
10	509	4	4.505468589025757
10	519	5	3.3143299481529436
10	521	4	3.551499175458016
10	558	4	4.221452994483846
10	588	4	4.484415957446808
10	603	5	5.042797460336981
10	611	5	3.9622935584594363
10	615	4	4.723631643721319
10	651	4	3.4146745108403875
10	652	3	4.593506866537718
10	655	5	4.103260044365934
10	656	5	4.712193735224586
10	657	4	4.912987386018237
10	695	3	3.4184339093366276
10	696	4	3.8536467266775776
10	698	4	4.0
10	702	3	2.580573128351908
10	703	5	3.12597861096422
10	704	3	3.906738002903879
10	705	4	4.213348652775149
10	706	4	2.9044085449334056
10	710	4	4.251580136551286
10	711	4	5.0
10	712	4	2.95731306732654
11	9	5	3.838316666666667
11	12	2	4.403087598736176
11	22	4	3.2306321614959543
11	38	3	3.0688131205673757
11	40	3	2.6324680716779225
11	47	4	3.6492141025641023
11	51	4	3.6551953444051963
11	90	2	4.496397147878174
11	94	3	5.0
11	97	4	2.145998293943501
11	100	4	4.113844092827003
11	109	3	4.0
11	110	3	2.2518165447345724
11	111	4	2.666450691076036
11	120	2	1.7459982939435004
11	135	4	3.360163169491643
11	175	3	5.0
11	185	4	3.6012863578974414
11	190	3	3.0229654454581483
11	191	4	3.9051953444051963
11	194	4	4.052602380952381
11	203	4	2.4391779638033086
11	204	3	3.813647593261131
11	215	3	3.6756420159680636
11	216	3	5.0
11	227	3	3.278420833333333
11	230	4	3.653738490186388
11	241	4	3.5484615942028985
11	260	1	4.071862011071863
11	268	5	4.0
11	277	5	3.4280602564102565
11	291	4	4.0
11	300	3	3.661233333333333
11	312	4	3.5888804372589482
11	350	4	4.305195344405197
11	383	2	2.195459523809524
11	395	2	3.5598254467081265
11	402	4	3.456111152882206
11	425	4	3.0
11	428	4	3.7475575907590755
11	429	5	4.0
11	435	4	5.0
11	455	3	3.0
11	517	2	3.754983333333333
11	521	2	4.0
11	524	4	4.199427777777778
11	558	3	3.5420203703703703
11	561	2	4.0
11	573	3	2.966521794871795
11	597	2	3.1555857429718874
11	652	4	3.9140742424242423
11	660	3	2.375802248327992
11	663	4	5.0
11	710	2	3.57214751243781
11	713	5	2.8718620110718627
11	714	4	2.52110430233299
11	720	1	3.1022055555555554
11	721	3	3.419617479674796
11	722	3	2.9140742424242423
11	723	5	2.777504513444968
11	725	3	3.5262863578974404
11	726	3	2.7337384901863877
11	730	3	2.8794353844483567
11	732	3	3.6899148401826483
11	733	4	3.254983333333333
11	734	3	4.013441913437364
11	735	3	3.8821763157894735
11	736	4	2.905195344405196
11	739	3	3.5051953444051955
11	740	4	3.504983333333333
11	741	5	2.627989152614498
11	743	2	1.8670522988505742
11	744	4	3.3566290925695466
11	746	4	3.6245485507246378
11	751	2	1.0
11	752	4	3.359822043010753
12	15	5	4.547394680851065
12	28	5	4.657055405405405
12	50	4	5.111154132231405
12	71	4	4.528792857142857
12	82	4	4.4920346153846165
12	96	4	4.743316666666667
12	97	5	2.692820508064292
12	132	5	4.0
12	143	5	3.446606238530162
12	157	5	4.438518686868687
12	172	4	3.452017558525988
12	191	5	4.452017558525988
12	196	5	2.9513681432920666
12	200	1	4.533468181818183
12	204	5	4.0
12	276	4	5.0
12	282	5	3.8520175585259877
12	300	4	4.4079
12	318	5	5.241101476793251
12	381	4	4.245477160493827
12	402	5	4.0
12	471	5	4.0331085604385875
12	684	5	4.134383879268294
12	735	5	4.628842982456142
12	753	5	4.451650000000001
12	754	4	3.6554615131947035
13	2	3	2.789331603472488
13	11	1	3.459661273802158
13	14	4	2.9451285961099654
13	21	3	1.8982545684358343
13	24	1	4.669446256053675
13	25	1	3.058595672736557
13	27	3	3.2205834211953532
13	29	2	3.590953271325544
13	40	2	2.377049528010035
13	42	4	3.13921727756816
13	45	3	5.0
13	48	5	3.6280186281878994
13	56	5	3.4988498884815438
13	59	4	3.8103450369432177
13	61	4	3.445113916397658
13	64	5	4.025419581264501
13	66	3	3.5888804372589482
13	71	4	3.3855220796629637
13	72	4	2.9396365163579894
13	73	3	3.0730256871665715
13	88	4	4.001877728469536
13	90	3	4.223669042315526
13	94	3	3.587278142962472
13	97	4	1.705164003855479
13	98	4	3.5247768007373086
13	100	5	3.7172399820137776
13	109	4	3.4800886002966274
13	118	4	4.285635752437246
13	121	5	3.396921529837629
13	124	5	3.6759467900876746
13	137	5	3.6013057910339383
13	144	4	3.459661273802158
13	147	3	4.210968637560445
13	150	5	3.4497768007373084
13	153	4	3.3393436895251827
13	154	5	3.285302299443184
13	161	5	3.0534659277224185
13	167	4	2.520659924274493
13	168	4	3.6689852831261676
13	173	2	3.7963491473321374
13	178	4	3.6249470661294207
13	180	5	3.5027179772078973
13	181	5	3.620227563752335
13	185	3	3.3863483401104304
13	186	4	2.9831101340706425
13	190	4	2.8477906868747875
13	195	3	2.8742665966556764
13	196	4	2.0
13	198	3	3.617994607135492
13	201	1	3.5888804372589482
13	208	5	2.452889128260741
13	210	3	3.5431019893476083
13	212	5	3.233379222520107
13	215	5	3.2790379051548375
13	217	1	2.9007300294921197
13	219	1	4.010898756058538
13	226	4	2.9341367982776823
13	229	4	2.675543401624585
13	230	3	3.4379724577006052
13	232	3	2.8135074276483123
13	238	3	1.9399021152737288
13	243	3	3.412139100650613
13	258	4	3.431762307097221
13	261	1	3.7497768007373082
13	263	5	1.483379222520107
13	265	4	1.3633650620565372
13	268	4	3.0
13	269	2	3.529014143155027
13	270	4	3.2897951517236463
13	271	1	2.3156785127892556
13	272	4	4.036873574930857
13	273	3	3.4109686375604453
13	276	5	3.259443052307341
13	281	3	2.7588217003962128
13	287	1	3.198543156946337
13	289	2	2.516130516299788
13	290	4	2.9356939766879475
13	294	2	3.322806735319134
13	300	1	3.264629222520107
13	301	1	3.4689465064637823
13	302	5	1.2256164009880144
13	303	4	4.0
13	305	4	3.0
13	308	3	4.11659483658014
13	312	1	3.5888804372589482
13	314	1	0.608379222520107
13	315	5	3.67723527968158
13	317	5	3.2331101340706425
13	318	3	4.097830699313356
13	319	4	2.8980343949339002
13	320	1	3.3952610050357537
13	331	3	3.18902438381043
13	333	3	2.5113306867023
13	334	1	3.0
13	338	1	3.6399236772127996
13	340	2	3.7608879118484193
13	341	2	3.5776353042271114
13	343	1	5.0
13	344	2	3.0
13	345	4	3.0343051484460335
13	349	1	3.0069196578801662
13	351	1	2.3940935082343926
13	353	4	2.935491086451594
13	354	2	3.0
13	360	4	3.4889869504542284
13	363	3	2.255438046049519
13	377	1	2.0528236669645517
13	379	1	2.608379222520107
13	384	2	2.2687565810106736
13	385	3	3.245283984424869
13	387	3	4.0
13	391	3	2.275045889186774
13	396	3	2.819040647802738
13	402	4	3.0
13	405	2	2.919093508234393
13	409	3	2.8006869148277995
13	414	5	3.062924677065561
13	416	3	5.0
13	418	2	3.150932414009469
13	420	4	3.233379222520107
13	421	2	3.266607070621373
13	423	5	3.0407601048163126
13	428	5	3.3509534799458502
13	431	1	3.124508254778172
13	436	2	3.135406249547134
13	437	1	4.0
13	440	1	3.795610134070641
13	443	4	3.401767652272173
13	447	2	5.0
13	449	4	2.556295889186774
13	450	3	3.0
13	451	1	2.8982342949838755
13	452	3	3.417788098170712
13	457	1	3.0
13	467	5	3.338108952249837
13	472	5	2.7115538256947107
13	476	2	3.072951477807417
13	477	4	2.7878664020072867
13	480	3	3.9033432512970854
13	481	3	3.4683792225201073
13	482	5	3.598478232421097
13	483	5	4.049404863545748
13	488	3	3.8883792225201073
13	493	5	3.7547206859347413
13	498	4	2.973380626234944
13	501	5	4.0
13	502	5	3.222015586156471
13	505	3	3.0593781733954666
13	508	3	4.0
13	509	5	3.4294318540990543
13	514	5	3.0
13	516	5	3.7450148959754035
13	517	5	3.358379222520107
13	519	5	2.8480653805798504
13	520	4	3.707389123510206
13	524	4	4.0
13	526	3	3.4583792225201075
13	530	5	3.608379222520107
13	539	1	2.0678386819795667
13	540	3	4.0
13	546	3	2.6660715302124145
13	548	3	1.0
13	564	1	2.1373811068703676
13	567	1	3.8471800646550656
13	570	5	2.3315949825554902
13	588	4	3.408379222520107
13	589	3	3.0916372658535876
13	596	3	2.0
13	597	3	2.7589816321586613
13	601	4	3.6639347780756624
13	604	5	3.1887004867718445
13	610	2	3.7778868615044714
13	612	4	2.6325415840588766
13	614	4	3.4139347780756624
13	615	4	4.0
13	617	3	3.536950651091535
13	624	5	2.858379222520107
13	625	2	3.1334197660547463
13	632	3	3.511985225052056
13	651	5	2.935491086451594
13	652	5	3.517470131611016
13	659	3	4.0
13	665	2	2.4617125558534405
13	673	3	3.0780761922170767
13	678	3	2.4562053094766294
13	682	1	2.6741686962043176
13	683	1	1.8647894789303634
13	685	5	1.6997768007373086
13	694	4	3.6361570002978847
13	705	5	3.621810829219749
13	716	4	2.0
13	720	4	2.7056014447423293
13	735	3	4.0
13	752	1	2.963217932197526
13	755	3	2.9540582348657867
13	759	2	3.5804724577006053
13	764	2	2.0
13	766	4	2.858379222520107
13	772	1	2.743514357655242
13	776	2	2.983379222520107
13	780	1	3.5721847746310753
13	781	3	2.94171255585344
13	782	3	2.108379222520107
13	783	3	2.263551636313211
13	784	1	0.608379222520107
13	786	3	2.153833767974653
13	787	3	3.0528236669645517
13	788	1	3.273941819565587
13	794	4	4.0
13	802	2	2.389629222520107
13	805	4	3.0
13	807	1	2.608379222520107
13	808	2	3.7802115833460044
13	809	4	3.0997768007373088
13	812	2	2.9160715302124145
13	814	5	1.6970449724165861
13	816	1	1.9655220796629638
13	820	4	2.408379222520107
13	821	3	2.775045889186774
13	823	5	5.0
13	828	1	2.7651614161219236
13	830	1	-0.391620777479893
13	831	3	2.986901875480324
